IPO Date,Symbol,Company Name,IPO Price,Current,Return
7/24/2020,ANNX,"Annexon, Inc.",17.00,7.27,-57.24%
7/23/2020,EDTK,Skillful Craftsman Education Technology Ltd.,5.00,1.36,-72.80%
7/23/2020,MEG,"Montrose Environmental Group, Inc.",15.00,43.92,192.80%
7/23/2020,ERES,East Resources Acquisition Co.,10.00,9.87,-1.30%
7/22/2020,PSTH,"Pershing Square Tontine Holdings, Ltd.",20.00,19.81,-0.95%
7/22/2020,JAMF,Jamf Holding Corporation,26.00,32.23,23.96%
7/22/2020,PSAC,Property Solutions Acquisition Corp.,10.00,13.78,13.78%
7/17/2020,BLI,"Berkeley Lights, Inc.",22.00,8.33,-62.14%
7/17/2020,DFHT,Deerfield Healthcare Technology Acquisitions Corp.,10.00,14.92,14.92%
7/17/2020,RNLX,Renalytix plc,13.50,12.15,-10.00%
7/17/2020,PAND,"Pandion Therapeutics, Inc.",18.00,60.05,60.05%
7/17/2020,ALXO,"ALX Oncology Holdings, Inc.",19.00,13.65,-28.16%
7/16/2020,TIG,"Trean Insurance Group, Inc.",15.00,7.49,-50.07%
7/16/2020,RLAY,"Relay Therapeutics, Inc.",20.00,20.88,4.40%
7/15/2020,DEH,D8 Holdings Corp.,10.00,11.57,11.57%
7/15/2020,HPX,HPX Corp.,10.00,9.88,-1.20%
7/15/2020,GOCO,"GoHealth, Inc.",21.00,2.37,-88.71%
7/15/2020,MLAC,Malacca Straits Acquisition Company Limited,10.00,10.10,1.00%
7/14/2020,AACQ,"Artius Acquisition, Inc",10.00,9.99,9.99%
7/14/2020,NCNO,"nCino, Inc.",31.00,42.86,38.26%
7/13/2020,PTK,PTK Acquisition Corp.,10.00,7.28,7.28%
7/10/2020,NKTX,"Nkarta, Inc.",18.00,9.25,-48.61%
7/10/2020,QH,Quhuo Ltd.,10.00,0.80,-92.00%
7/10/2020,IVA,Inventiva SA,14.40,13.31,-7.57%
7/10/2020,PSTX,"Poseida Therapeutics, Inc.",16.00,4.29,-73.19%
7/8/2020,BLCT,BlueCity Holdings Ltd.,16.00,1.42,-91.13%
7/8/2020,TXAC,Therapeutics Acquisition Corp.,10.00,12.96,12.96%
7/8/2020,RACA,Therapeutics Acquisition Corp.,10.00,10.27,10.27%
7/2/2020,CPSR,Capstar Special Purpose Acquisition Corp.,10.00,7.36,-26.40%
7/2/2020,LMND,"Lemonade, Inc.",29.00,28.92,-0.28%
7/2/2020,ACCD,"Accolade, Inc.",22.00,18.70,-15.00%
7/1/2020,PANA.D,Panacea Acquisition Corp.,10.00,10.42,10.42%
7/1/2020,DNB,"Dun &amp; Bradstreet Holdings, Inc.",22.00,19.68,-10.55%
6/30/2020,ADTX,"Aditx, Inc.",9.00,0.43,-95.26%
6/30/2020,GSAH,GS Acquisition Holdings Corp. II,10.00,10.26,10.26%
6/26/2020,FUSN,"Fusion Pharmaceuticals, Inc.",17.00,7.48,-56.00%
6/26/2020,PYPD,PolyPid Ltd.,16.00,4.32,-73.00%
6/26/2020,KCAC.D,Kensington Capital Acquisition Corp.,10.00,23.50,23.50%
6/26/2020,EBON,"Ebang International Holdings, Inc.",5.23,1.17,-77.63%
6/26/2020,API,"Agora, Inc.",20.00,10.27,-48.65%
6/26/2020,ACI,"Albertsons Companies, Inc.",16.00,28.47,77.94%
6/26/2020,AKUS,"Akouos, Inc.",17.00,5.87,-65.50%
6/26/2020,FUSE,Fusion Acquisition Corp.,10.00,10.00,10.00%
6/24/2020,BRLI,Brilliant Acquisition Corp.,10.00,10.27,2.70%
6/19/2020,FMTX,"Forma Therapeutics Holdings, Inc.",20.00,10.86,-45.70%
6/19/2020,GTH,Genetron Holdings Limited,16.00,3.46,-78.41%
6/19/2020,NUZE,"NuZee, Inc.",9.00,2.60,-71.17%
6/19/2020,PROG,"Progenity, Inc.",15.00,1.49,-90.07%
6/19/2020,RPTX,"Repare Therapeutics, Inc.",20.00,15.01,-24.95%
6/17/2020,TREB,Trebia Acquisition Corp.,10.00,9.22,-7.80%
6/16/2020,RPRX,Royalty Pharma PLC,28.00,40.03,42.96%
6/12/2020,RNA,"Avidity Biosciences, Inc.",18.00,16.00,-11.11%
6/12/2020,GBIO,Generation Bio Co.,19.00,5.88,-69.05%
6/12/2020,BNR,Burning Rock Biotech Ltd.,16.50,8.57,-48.06%
6/12/2020,PCVX,"Vaxcyte, Inc.",16.00,18.00,12.50%
6/12/2020,AZEK,"The AZEK Company, Inc.",23.00,32.00,39.13%
6/11/2020,LTRN,"Lantern Pharma, Inc.",15.00,6.48,-56.80%
6/10/2020,UCL,"uCloudlink Group, Inc.",18.00,1.69,-90.61%
6/9/2020,VRM,"Vroom, Inc.",22.00,7.19,-67.32%
6/5/2020,CALT,Calliditas Therapeutics AB,19.50,21.78,11.69%
6/5/2020,ARYB,ARYA Sciences Acquisition II,10.00,10.10,10.10%
6/5/2020,FOUR,"Shift4 Payments, Inc.",23.00,48.78,112.09%
6/5/2020,MCAC,Mountain Crest Acquisition Corp.,10.00,13.34,13.34%
6/5/2020,LEGN,Legend Biotech Corporation,23.00,40.94,78.00%
6/5/2020,DADA,Dada Nexus Limited,16.00,9.70,-39.38%
6/5/2020,AMTI,"Applied Molecular Transport, Inc.",14.00,8.40,-40.00%
6/4/2020,ZI,"ZoomInfo Technologies, Inc.",21.00,49.11,133.86%
6/3/2020,PLRX,"Pliant Therapeutics, Inc.",16.00,10.87,-32.06%
6/3/2020,WMG,Warner Music Group Corp.,25.00,40.64,62.56%
5/27/2020,WPF,Foley Trasimene Acquisition Corp.,10.00,9.75,9.75%
5/22/2020,NARI,"Inari Medical, Inc.",19.00,71.16,274.53%
5/21/2020,SLQT,"SelectQuote, Inc.",20.00,6.56,-67.20%
5/21/2020,LGVW,Longview Acquisition Corp.,10.00,23.05,23.05%
5/20/2020,BMRG,B. Riley Principal Merger II,10.00,10.68,10.68%
5/15/2020,NOVS.D,Novus Capital Corp.,10.00,24.95,24.95%
5/15/2020,ADCT,ADC Therapeutics SA,19.00,15.75,-17.11%
5/14/2020,GIK,"GigCapital3, Inc.",10.00,7.82,7.82%
5/14/2020,JWS,Jaws Acquisition Corporation,10.00,14.75,14.75%
5/8/2020,CLEU,China Liberal Education Holdings Ltd.,6.00,0.91,-84.91%
5/8/2020,KC,Kingsoft Cloud Holdings Limited,17.00,7.40,-56.47%
5/8/2020,AYLA,"Ayala Pharmaceuticals, Inc.",15.00,6.01,-59.97%
5/6/2020,LOAK,Live Oak Acquisition Corp.,10.00,24.20,24.20%
5/6/2020,SOAC,Sustainable Opportunities Acquisition Corp.,10.00,10.62,10.62%
5/5/2020,GAN,GAN Limited,8.50,6.37,-25.06%
5/5/2020,ROCH,Roth CH Acquisition I,10.00,28.90,28.90%
5/1/2020,CGRO,Collective Growth Corp.,10.00,9.75,9.75%
5/1/2020,LYRA,"Lyra Therapeutics, Inc.",16.00,4.07,-74.56%
4/30/2020,FVAC,Fortress Value Acquisition,10.00,14.39,14.39%
4/28/2020,IPOB,Social Capital Hedosophia II,10.00,29.50,29.50%
4/24/2020,CHAQ,Chardan Healthcare Acquisition 2 Corp.,10.00,8.41,8.41%
4/24/2020,ORIC,Oric Pharmaceuticals Inc.,16.00,8.70,-45.63%
4/24/2020,PCPL,CC Neuberger Principal Holdings I,10.00,10.98,10.98%
4/22/2020,IPOC,Social Capital Hedosophia Holdings Corp. III,10.00,16.02,16.02%
4/8/2020,KROS,"Keros Therapeutics, Inc.",16.00,43.42,171.38%
4/3/2020,ZNTL,"Zentalis Pharmaceuticals, Inc.",18.00,55.05,205.83%
4/1/2020,WIMI,"WiMi Hologram Cloud, Inc.",5.50,2.70,-50.91%
3/12/2020,IMRA,IMARA Inc.,16.00,1.32,-91.75%
3/11/2020,DFPH,DFP Healthcare Acquisitions Corp.,10.00,10.98,10.98%
3/6/2020,LSAC.D,LifeSci Acquisition Corp.,10.00,19.00,19.00%
3/6/2020,FEAC,Flying Eagle Acquisition,10.00,17.68,17.68%
3/3/2020,GFL,"GFL Environmental, Inc.",19.00,31.49,65.74%
2/28/2020,PASG,"Passage Bio, Inc.",18.00,4.59,-74.50%
2/24/2020,ZCMD,Zhongchao Inc.,4.00,1.65,-58.78%
2/21/2020,DMYT,dMY Technology Group,10.00,22.76,22.76%
2/20/2020,ESSC,East Stone Acquisition Corp.,10.00,10.70,7.00%
2/14/2020,CCXX,Churchill Capital III,10.00,9.84,9.84%
2/14/2020,NBAC,Newborn Acquisition,10.00,15.52,15.52%
2/13/2020,RVMD,"Revolution Medicines, Inc.",17.00,21.08,24.00%
2/13/2020,ZGYH,Yunhong International,10.00,10.28,2.80%
2/13/2020,MEDS,"TRxADE HEALTH, Inc.",6.50,1.96,-69.85%
2/13/2020,GRIL,"Muscle Maker, Inc.",5.00,0.63,-87.36%
2/12/2020,HUIZ,Huize Holding Limited,10.50,1.24,-88.19%
2/11/2020,GNRS,Greenrose Acquisition Corp.,10.00,3.96,-60.40%
2/11/2020,CCAC,CITIC Capital Acquisition Corp.,10.00,7.49,-25.10%
2/7/2020,PFHD,Professional Holding Corp.,18.50,20.91,13.03%
2/7/2020,NREF,"NexPoint Real Estate Finance, Inc.",19.00,19.66,3.47%
2/7/2020,ONEW,OneWater Marine Inc.,12.00,51.07,325.58%
2/6/2020,PPD,"PPD, Inc.",27.00,47.28,75.11%
2/6/2020,CSPR,"Casper Sleep, Inc.",12.00,6.78,-43.50%
2/6/2020,SDGR,"Schrodinger, Inc.",17.00,26.56,56.24%
2/6/2020,BEAM,Beam Therapeutics Inc.,17.00,60.27,254.53%
1/31/2020,REYN,Reynolds Consumer Products Inc.,26.00,30.14,15.92%
1/31/2020,ONEM,"1Life Healthcare, Inc.",14.00,10.46,-25.29%
1/31/2020,ARQT,"Arcutis Biotherapeutics, Inc.",17.00,14.68,-13.65%
1/30/2020,ANPC,AnPac Bio-Medical Science Co. Ltd.,12.00,0.82,-93.16%
1/30/2020,BDTX,"Black Diamond Therapeutics, Inc.",19.00,4.08,-78.53%
1/29/2020,ANVS,"Annovis Bio, Inc.",6.00,13.64,127.33%
1/24/2020,SCVX,SCVX Corp.,10.00,9.90,-1.00%
1/24/2020,GHIV,"Gores Holdings IV, Inc.",10.00,11.54,11.54%
1/17/2020,VEL,"Velocity Financial, Inc.",13.00,12.48,-4.00%
1/17/2020,IMAB,I-Mab,14.00,23.43,67.36%
1/17/2020,LIZI,Lizhi Inc.,11.00,1.28,-88.36%
1/17/2020,DNK,Phoenix Tree Holdings Ltd.,13.50,2.37,2.37%
